Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
new client
Mbps=,847.197440
Mbps=,934.869056
Mbps=,934.849856
Mbps=,934.643648
Mbps=,934.864256
Mbps=,934.866240
Mbps=,934.602112
Mbps=,934.875840
Mbps=,934.882624
Mbps=,934.597312
Mbps=,934.833472
Mbps=,932.701568
Mbps=,934.620480
Mbps=,932.898176
Mbps=,932.210048
Mbps=,931.975872
Mbps=,933.616256
Mbps=,934.632064
Mbps=,934.641664
Mbps=,933.822464
Mbps=,934.803520
Mbps=,934.871040
Mbps=,934.632064
Mbps=,934.833472
Mbps=,934.885440
Mbps=,934.613696
Mbps=,934.720768
Mbps=,934.843072
Mbps=,934.831488
Mbps=,934.627264
Mbps=,934.730368
Mbps=,934.618496
Mbps=,934.632896
close connection
Mbps=,425.476096
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
Mbps=,0.000000
signal
